# Re Im
+0 +0 $S$
+1.00 -0.09 $A$
+0.52 -0.97 $B$
-0.37 -0.52 $C$
-0.33 +0.48 $D$
+0.42 +1.14 $E$
+1.40 +1.35 $F$
+2.40 +1.26 $G$
+3.38 +1.08 $H$
+4.38 +0.99 $I$
+5.36 +1.19 $J$
+6.10 +1.85 $K$
+6.15 +2.85 $L$
+5.25 +3.30 $M$
+4.78 +2.42 $N$
+5.78 +2.34 $O$
